DateTime,Event
2019-02-28 16:26:06,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Lower Delta Rd Exit. Avoid lane 1
2019-02-28 16:20:54,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 1
2019-02-28 13:31:39,Obstacle on SLE (towards BKE) after TPE Entrance. Avoid lane 1
2019-02-28 13:27:11,Accident on TPE (towards SLE) after Tampines Ave 10 Exit
2019-02-28 13:25:14,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1
2019-02-28 13:13:47,Obstacle on PIE (towards Changi Airport) at MacPherson Rd Entrance
2019-02-28 12:22:26,"Temporary Closure of Slip Road at KPE Tunnel on Saturday, 2 Mar 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2TiOt2y "
2019-02-28 11:27:38,Accident on PIE (towards Changi Airport) before Kallang Way
2019-02-28 11:11:19,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 2
2019-02-28 10:36:59,Accident on PIE (towards Tuas) before KPE Exit
2019-02-28 10:21:24,Accident on PIE (towards Tuas) before KPE Exit with congestion till Jalan Eunos
2019-02-28 09:03:08,Accident on PIE (towards Changi Airport) at TPE Exit
2019-02-28 09:03:08,Accident on North Bridge Road (towards Purvis Street) after Middle Road
2019-02-28 08:59:25,Accident on CTE (towards AYE) before PIE(Changi) Exit
2019-02-28 08:56:20,Accident on CTE (towards AYE) at Braddell Rd Exit
2019-02-28 08:25:46,Accident in CTE Tunnel (towards AYE) before Cairnhill Circle Exit. Avoid lane 4
2019-02-28 07:57:33,Accident on SLE (towards CTE) before Woodlands Ave 12 Exit
2019-02-28 07:28:05,Accident on Beach Road near Beach Road/Rochor Road Junction
2019-02-28 07:19:52,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit
2019-02-28 07:17:23,Heavy Traffic on PIE (towards Tuas) before KPE Exit
2019-02-28 07:08:32,Accident on PIE (towards Tuas) before KPE Exit with congestion till Jalan Eunos. Avoid lane 1
2019-02-28 07:04:42,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1
2019-02-27 23:26:48,Obstacle on PIE (towards Tuas) after BKE. Avoid lane 4
2019-02-27 22:49:21,Accident on Cairnhill Circle (towards CTE) after Cairnhill Rise. Avoid left lane
2019-02-27 22:22:04,Accident on Hougang Central (towards Hougang Avenue 4) after Upper Serangoon Road
2019-02-27 21:52:43,Accident on Cairnhill Circle (towards CTE) after Cairnhill Rise
2019-02-27 21:27:15,Accident on BKE (towards Woodlands) after SLE Exit. Avoid lane 1
2019-02-27 20:41:35,Accident on ECP (towards Changi Airport) after Fort Rd Exit. Avoid lane 4
2019-02-27 19:36:18,Accident on MCE (towards ECP) after Marina Blvd Entrance with congestion till Central Blvd Exit. Avoid lanes 4 and 5
2019-02-27 19:27:32,Accident on MCE (towards ECP) after Marina Blvd Entrance. Avoid lanes 4 and 5
2019-02-27 19:14:13,Accident on PIE (towards Tuas) after Pioneer Rd North. Avoid lane 4
2019-02-27 19:07:56,Obstacle on BKE (towards PIE) at Turf Club Ave Entrance
2019-02-27 19:06:04,Accident on PIE (towards Tuas) after Pioneer Rd North
2019-02-27 19:04:45,Accident on MCE (towards ECP) after Marina Blvd Entrance. Avoid lane 4
2019-02-27 18:26:39,Heavy Traffic on PIE (towards Changi Airport) before Jalan Bahar
2019-02-27 18:07:53,Accident on PIE (towards Changi Airport) before Jalan Bahar with congestion till Pioneer Rd Nth. Avoid lane 1
2019-02-27 18:05:16,Accident on PIE (towards Changi Airport) before Jalan Bahar. Avoid lane 1
2019-02-27 17:48:03,Accident on BKE (towards Woodlands) at Woodlands Ave 3 Exit
2019-02-27 17:36:29,Accident on MCE (towards ECP) after Marina Blvd Entrance
2019-02-27 16:57:18,Accident on AYE (towards MCE) at Clementi Ave 2 Exit
2019-02-27 15:54:24,Accident on ECP (towards Changi Airport) at Changi Village Exit
2019-02-27 15:27:44,Obstacle on BKE (towards Woodlands) before Dairy Farm Rd Exit. Avoid lane 1
2019-02-27 15:13:05,Obstacle on TPE (towards PIE) before KPE Exit. Avoid lane 1
2019-02-27 15:11:51,Obstacle on BKE (towards Woodlands) after Dairy Farm Rd Exit. Avoid lane 1
2019-02-27 14:48:34,Accident on SLE (towards BKE) before Woodlands Ave 12 Exit
2019-02-27 14:00:13,Accident on BKE (towards PIE) after Mandai Rd Exit. Avoid lanes 3 and 4
2019-02-27 13:09:20,Obstacle on BKE (towards PIE) before PIE Exit. Avoid lane 3
2019-02-27 13:08:44,Accident on Eunos Link (towards Hougang) after Ubi Avenue 3
2019-02-27 12:14:07,Obstacle on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-02-27 12:09:18,"Temporary Closure of Slip Roads at Sentosa Gateway Tunnel on Mon, 4 Mar 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2GNpKh6 "
2019-02-27 12:08:19,"Temporary Closure of Slip Roads at KPE Tunnel on Mon, 4 Mar 2019 and Tues, 5 Mar 2019 from midnight to 5 a.m. #sgtraffic http://bit.ly/2H5zYJ4 "
2019-02-27 12:07:14,"Temporary Closure of Slip Road from TPE (PIE) Exit 7 to KPE (MCE) from Tues, 5 Mar 2019 to Sat, 9 Mar 2019 from 1 a.m to 5 a.m daily. #sgtraffic http://bit.ly/2EfwkZP "
2019-02-27 12:06:04,"Temporary Closure of Slip Road from TPE (SLE) Exit 6 to KPE (ECP) from Sun, 3 Mar 2019 to Wed, 6 Mar 2019 from 12.30 a.m to 5 a.m daily. #sgtraffic http://bit.ly/2NvKgDj "
2019-02-27 11:25:22,Obstacle on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1
2019-02-27 10:30:36,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1
2019-02-27 09:55:20,Obstacle on MCE (towards ECP) before Central Blvd Exit. Avoid lane 5
2019-02-27 09:44:41,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1
2019-02-27 09:32:47,Accident on Nicoll Highway (towards Shenton Way) after Stadium Drive. Avoid left lane
2019-02-27 09:24:40,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 1
2019-02-27 09:24:02,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-02-27 09:23:25,Accident on KPE (towards ECP) after Airport Rd Exit. Avoid lane 1
2019-02-27 08:42:50,Accident on KPE (towards ECP) after Airport Rd Exit with congestion till Tampines Rd Exit. Avoid lane 1
2019-02-27 08:37:49,Accident on KPE (towards ECP) after Airport Rd Exit with congestion till Tampines Rd Exit. Avoid lanes 1 and 2
2019-02-27 08:34:02,Accident on Dunearn Road (towards City) after Hillcrest Road. Avoid left lane
2019-02-27 08:27:17,Accident on KPE (towards ECP) after Airport Rd Exit. Avoid lanes 1 and 2
2019-02-27 08:23:30,Accident on PIE (towards Tuas) at TPE(SLE) Exit
2019-02-27 08:22:54,Accident on PIE (towards Tuas) at Upper Changi Rd East Exit
2019-02-27 08:20:20,Heavy Traffic in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit
2019-02-27 07:39:45,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit with congestion till AMK Ave 5 Exit
2019-02-27 07:36:04,Heavy Traffic on BKE (towards PIE) after Dairy Farm Rd Entrance
2019-02-27 07:34:08,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit with congestion till AMK Ave 5 Exit. Avoid lane 3
2019-02-27 07:32:17,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit with congestion till PIE(Changi) Exit. Avoid lane 3
2019-02-27 07:22:18,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit. Avoid lane 3
2019-02-27 07:17:54,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit. Avoid lane 3
2019-02-27 07:03:59,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till KJE Exit
2019-02-27 06:54:00,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till KJE Exit. Avoid lane 1
2019-02-27 06:42:43,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Bukit Panjang Rd Exit. Avoid lane 1
2019-02-27 06:35:55,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance with congestion till Dairy Farm Rd Exit. Avoid lane 1
2019-02-27 06:32:11,Accident on BKE (towards PIE) after Dairy Farm Rd Entrance. Avoid lane 1
2019-02-27 04:42:09,Accident on KJE (towards PIE) before PIE(Changi) Exit. Avoid lanes 2 and 3
2019-02-27 03:50:26,Accident on River Valley Road near Clarke Quay/River Valley Road Junction
2019-02-27 02:36:22,Obstacle on AYE (towards Tuas) at Tuas West Dr Exit
2019-02-26 23:20:20,Accident on PIE (towards Tuas) after Tampines. Avoid lane 3
2019-02-26 22:05:20,Accident on KJE (towards PIE) at Woodlands Rd Entrance
2019-02-26 22:04:44,Accident on PIE (towards Changi Airport) after Paya Lebar
2019-02-26 21:55:26,Accident on KJE (towards PIE) after Woodlands Rd Exit
2019-02-26 21:47:26,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Paya Lebar Rd
2019-02-26 21:46:50,Heavy Traffic on PIE (towards Changi Airport) after Paya Lebar
2019-02-26 21:33:15,Accident on Mandai Road near Mandai Road/SLE Junction
2019-02-26 21:16:02,Obstacle on SLE (towards BKE) before BKE Exit. Avoid lane 1
2019-02-26 20:54:23,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Paya Lebar Rd. Avoid lane 1
2019-02-26 20:48:11,Accident on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 1
2019-02-26 20:40:47,Obstacle on Yishun Avenue 2 near Yishun Avenue 2/Yishun Avenue 5 Junction
2019-02-26 20:30:50,Accident on Yishun Avenue 2 (towards Yishun Avenue 5) after Yishun Central
2019-02-26 20:27:44,Obstacle on KJE (towards PIE) before PIE(Changi) Exit. Avoid lane 1
2019-02-26 19:13:59,Heavy Traffic on PIE (towards Changi Airport) before Pioneer Rd Nth
2019-02-26 18:57:56,Heavy Traffic on PIE (towards Tuas) after Paya Lebar Rd
2019-02-26 18:45:26,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth with congestion till Pasir Laba. Avoid lanes 1 and 2
2019-02-26 18:38:02,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth with congestion till Pasir Laba. Avoid lane 2
2019-02-26 18:29:55,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth. Avoid lane 2
2019-02-26 18:23:11,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Jalan Eunos. Avoid lane 1
2019-02-26 18:16:57,Accident on PIE (towards Tuas) after Paya Lebar Rd. Avoid lane 1
2019-02-26 17:49:36,Accident on PIE (towards Changi Airport) after Eng Neo Ave. Avoid lane 1
2019-02-26 16:54:47,Obstacle on SLE (towards CTE) before TPE Exit. Avoid lane 5
2019-02-26 16:48:30,Accident on TPE (towards SLE) after Tampines Ave 12 Exit. Avoid lane 2
2019-02-26 15:44:55,Obstacle on CTE (towards SLE) after AMK Ave 3 Exit. Avoid lanes 2 and 3
2019-02-26 14:06:59,Heavy Traffic on AYE (towards Tuas ) at Clementi Ave 6 Exit
2019-02-26 13:58:50,Obstacle on AYE (towards Tuas ) at Clementi Ave 6 Exit with congestion till Clementi Rd Exit
2019-02-26 13:33:20,Accident on Adam Road (towards Queensway) after PIE
2019-02-26 13:24:38,Accident on Airport Boulevard (towards T1 Vip Drive) after T3 Arrival Drive
2019-02-26 13:23:23,Accident on Airport Boulevard (towards T1 Vip Drive) after T3 Arrival Drive. Avoid left lane
2019-02-26 12:28:59,Obstacle on AYE (towards Tuas ) at Clementi Ave 6 Exit
2019-02-26 10:55:13,Accident on Jurong West Avenue 2 (towards Corporation Road) after PIE. Avoid right lane
2019-02-26 10:34:35,Accident on PIE (towards Tuas) before KPE Exit
2019-02-26 10:30:11,Heavy Traffic on PIE (towards Tuas) after Eng Neo Ave
2019-02-26 10:29:34,Accident on TPE (towards SLE) after Jalan Kayu Exit
2019-02-26 09:51:09,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lane 3
2019-02-26 09:49:15,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 3
2019-02-26 09:44:18,Accident on KPE (towards ECP) after PIE Entrance. Avoid lane 3
2019-02-26 09:27:08,Accident on ECP (towards City) after Still Rd Sth Exit. Avoid lane 1
2019-02-26 09:24:00,Accident on CTE (towards AYE) after PIE(Jurong) Exit. Avoid lane 4
2019-02-26 09:13:20,Accident on TPE (towards SLE) at Tampines Ave 7 Exit with congestion till PIE Entrance
2019-02-26 08:52:50,Accident on TPE (towards SLE) at Tampines Ave 7 Exit
2019-02-26 08:43:29,Accident on SLE (towards BKE) after Woodlands Ave 2 Exit
2019-02-26 08:37:56,Accident on SLE (towards BKE) after Woodlands Ave 2 Exit. Avoid lane 2
2019-02-26 08:14:13,Heavy Traffic on BKE (towards PIE) before Bukit Panjang Rd Exit
2019-02-26 07:55:34,Accident on BKE (towards PIE) before Bukit Panjang Rd Exit with congestion till Mandai Rd Exit
2019-02-26 07:20:48,Accident on BKE (towards PIE) before Bukit Panjang Rd Exit with congestion till Mandai Rd Exit. Avoid lanes 1 and 2
2019-02-26 07:15:45,Accident on BKE (towards PIE) before Bukit Panjang Rd Exit. Avoid lanes 1 and 2
2019-02-26 06:49:00,Accident on Bukit Timah Road (towards Woodlands) after Kheam Hock Road. Avoid right lane
2019-02-26 04:01:52,Accident on KJE (towards PIE) after Woodlands Rd Exit
2019-02-26 03:41:18,Obstacle on MCE (towards AYE) at MCE(AYE) Entrance
2019-02-26 01:43:52,Accident on BKE (towards Woodlands) before Bukit Panjang Rd Exit. Avoid lanes 1 and 2
2019-02-26 01:01:40,Accident on BKE (towards Woodlands) before Bukit Panjang Rd Exit. Avoid lane 2
2019-02-25 21:40:27,Accident on KJE (towards BKE) at Choa Chu Kang Way Exit
2019-02-25 21:05:16,"Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit. Avoid lanes 3, 4 and 5"
2019-02-25 21:02:20,Accident on KJE (towards PIE) after Choa Chu Kang Dr Exit. Avoid lane 5
2019-02-25 19:54:48,Accident on KPE (towards TPE) after Sims Ave Entrance
2019-02-25 19:30:54,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till Tampines Ave 7 Exit. Avoid lane 1
2019-02-25 19:29:01,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till PIE Entrance. Avoid lane 1
2019-02-25 19:27:48,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till PIE Entrance. Avoid lanes 1 and 2
2019-02-25 19:07:30,Accident on Adam Road (towards Braddell) after PIE. Avoid left lane
2019-02-25 19:04:24,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till Tampines Ave 7 Exit. Avoid lanes 1 and 2
2019-02-25 19:03:12,Accident on TPE (towards SLE) after Tampines Rd Exit. Avoid lanes 1 and 2
2019-02-25 18:59:28,Accident on PIE (towards Changi Airport) at Lornie Rd Exit
2019-02-25 18:47:06,Heavy Traffic on PIE (towards Changi Airport) before Lornie Rd
2019-02-25 18:26:05,Accident on Bukit Timah Road (towards Woodlands) after Newton Circus with congestion till Cavenagh Road. Avoid left lane
2019-02-25 18:20:22,Accident on Bukit Timah Road (towards Woodlands) after Newton Circus. Avoid left lane
2019-02-25 18:09:12,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 1
2019-02-25 17:50:29,Accident on TPE (towards PIE) at Sengkang East Rd Entrance
2019-02-25 17:48:39,Accident on PIE (towards Changi Airport) before Lornie Rd with congestion till Eng Neo Ave. Avoid lane 1
2019-02-25 17:46:48,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1
2019-02-25 17:43:01,Accident on PIE (towards Tuas) at BKE(Woodlands) Exit
2019-02-25 17:37:24,Heavy Traffic on BKE (towards Woodlands) before KJE Exit
2019-02-25 17:27:58,Accident on BKE (towards PIE) before SLE Exit
2019-02-25 17:23:38,Obstacle on PIE (towards Tuas) after Jalan Eunos. Avoid lanes 3 and 4
2019-02-25 17:09:48,Accident on BKE (towards Woodlands) before KJE Exit with congestion till Dairy Farm Rd Exit. Avoid lanes 1 and 2
2019-02-25 16:54:52,Accident on BKE (towards Woodlands) before KJE Exit with congestion till Bukit Panjang Rd Exit. Avoid lanes 1 and 2
2019-02-25 16:41:34,Obstacle on BKE (towards Woodlands) after Mandai Rd Entrance
2019-02-25 16:40:14,Obstacle on BKE (towards Woodlands) after Mandai Rd Entrance. Avoid lane 4
2019-02-25 16:30:43,Accident on BKE (towards Woodlands) before KJE Exit. Avoid lanes 1 and 2
2019-02-25 16:30:00,Accident on BKE (towards Woodlands) before KJE Exit. Avoid lane 1
2019-02-25 16:26:22,Accident on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 1
2019-02-25 16:04:43,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang. Avoid lane 1
2019-02-25 16:02:14,Accident on BKE (towards Woodlands) before KJE Exit
2019-02-25 15:46:25,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Paya Lebar Rd. Avoid lane 1
2019-02-25 15:45:05,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1
2019-02-25 14:35:56,Accident on Bideford Road (towards Cairnhill Road) after Orchard Link
2019-02-25 14:33:26,Accident on Bideford Road (towards Cairnhill Road) after Orchard Link. Avoid right lane
2019-02-25 14:13:54,Accident on PIE (towards Tuas) after Stevens Rd Exit
2019-02-25 09:49:47,Obstacle on PIE (towards Changi Airport) after BKE. Avoid lane 3
2019-02-25 09:39:03,Obstacle on KPE (towards ECP) after Airport Rd Entrance. Avoid lane 3
2019-02-25 09:37:16,Accident on ECP (towards City) after Fort Rd Exit
2019-02-25 09:20:13,Accident on ECP (towards City) after Fort Rd Exit. Avoid lane 4
2019-02-25 09:18:59,Accident on KPE (towards ECP) before Airport Rd Entrance
2019-02-25 08:58:33,Heavy Traffic on PIE (towards Tuas) after BKE
2019-02-25 08:53:42,Accident on AYE (towards Tuas) after Jurong Port Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 3
2019-02-25 08:43:13,Accident on AYE (towards Tuas) after Jurong Port Rd Exit with congestion till Jurong Town Hall Exit. Avoid lane 3
2019-02-25 08:25:23,Accident on AYE (towards Tuas) after Jurong Port Rd Exit with congestion till Jurong Town Hall Exit. Avoid lanes 2 and 3
2019-02-25 08:21:45,Accident on PIE (towards Tuas) after BKE with congestion till Adam Rd Exit. Avoid lane 1
2019-02-25 08:19:13,Accident on AYE (towards Tuas) after Jurong Port Rd Exit. Avoid lanes 2 and 3
2019-02-25 08:14:15,Accident on KJE (towards PIE) before Woodlands Rd Exit
2019-02-25 08:13:39,Accident on PIE (towards Tuas) after BKE. Avoid lane 1
2019-02-25 02:15:54,Accident at Simei Avenue/Upper Changi Road East Junction
2019-02-25 01:04:50,Accident on Ang Mo Kio Avenue 6 (towards Ang Mo Kio Avenue 8) after Ang Mo Kio Avenue 9
2019-02-24 21:59:34,Accident on PIE (towards Changi Airport) after Paya Lebar. Avoid lane 2
2019-02-24 19:36:09,Accident on BKE (towards Woodlands) before Mandai Rd Exit
2019-02-24 17:57:03,Heavy Traffic in CTE Tunnel (towards AYE) before Orchard Rd Exit
2019-02-24 17:35:52,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit with congestion till Bukit Timah Rd Exit. Avoid lane 2
2019-02-24 17:22:27,Obstacle on KJE (towards BKE) before Sungei Tengah Exit. Avoid lane 4
2019-02-24 17:21:15,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit. Avoid lane 2
2019-02-24 17:06:32,Accident on PIE (towards Tuas) after KJE
2019-02-24 15:23:59,Accident on CTE (towards AYE) after Moulmein Rd Exit
2019-02-24 14:58:05,Accident on SLE (towards CTE) before Mandai Ave Exit
2019-02-24 14:38:41,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lane 2
2019-02-24 11:43:15,Obstacle on PIE (towards Changi Airport) after Jurong West Ave 2. Avoid lane 2
2019-02-24 11:40:52,Obstacle on AYE (towards Tuas) before Normanton Exit. Avoid lane 1
2019-02-24 11:11:42,Accident on Marine Terrace towards Marine Parade Road
2019-02-24 10:44:17,Obstacle on BKE (towards Woodlands) after KJE Exit. Avoid lane 3
2019-02-24 09:59:59,Accident on North Bridge Road (towards Crawford Lane) after Crawford Street
2019-02-24 07:47:10,Accident on Orchard Road (towards Bras Basah Rd) after Tanglin Road. Avoid right lane
2019-02-24 07:33:41,Accident in CTE Tunnel (towards AYE) at Merchant Road Entrance
2019-02-24 04:30:42,Accident on TPE (towards PIE) after Pasir Ris Dr 12 Exit. Avoid lane 3
2019-02-24 03:59:55,Accident on TPE (towards PIE) after Pasir Ris Dr 12 Exit. Avoid lanes 2 and 3
2019-02-23 22:43:32,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1
2019-02-23 22:34:13,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1
2019-02-23 19:01:15,Accident on SLE (towards BKE) at Mandai Rd Exit
2019-02-23 18:35:32,Accident on SLE (towards CTE) after TPE Exit. Avoid lane 2
2019-02-23 17:47:50,Accident on PIE (towards Tuas) at Jalan Eunos Exit
2019-02-23 16:09:59,Accident on Woodlands Road (towards City) after Mandai Road. Avoid left lane
2019-02-23 15:50:24,Accident on Rochor Canal Road near Jalan Sultan/Rochor Canal Road Junction
2019-02-23 15:21:44,Accident on TPE (towards SLE) after Tampines Ave 12 Exit. Avoid lane 3
2019-02-23 14:59:06,Obstacle on KPE (towards TPE) at Airport Road Entrance
2019-02-23 14:36:31,Accident on PIE (towards Changi Airport) after Lornie Rd
2019-02-23 14:33:25,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1
2019-02-23 13:23:30,Accident on CTE (towards AYE) at PIE(Changi) Exit
2019-02-23 13:03:20,Accident on CTE (towards AYE) at PIE(Changi) Exit. PIE(Changi) Exit closed
2019-02-23 12:39:02,Accident on BKE (towards Woodlands) after Mandai Rd Entrance
2019-02-23 12:26:53,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-02-23 12:17:12,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit. Avoid lane 1
2019-02-23 12:00:52,Accident on BKE (towards Woodlands) at Woodlands Rd Exit
2019-02-23 11:55:57,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
2019-02-23 11:48:39,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-02-23 10:09:23,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 1
2019-02-23 09:42:04,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit
2019-02-23 08:51:47,Accident on PIE (towards Tuas) before KPE Exit
2019-02-23 08:50:29,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1
2019-02-22 22:14:35,Obstacle on BKE (towards Woodlands) before Mandai Rd Exit. Avoid lane 4
2019-02-22 20:57:52,Accident on CTE (towards SLE) after Braddell Rd Exit
2019-02-22 20:46:28,Accident on PIE (towards Tuas) before Jalan Bahar
2019-02-22 20:44:35,Accident on PIE (towards Tuas) before Jalan Bahar. Avoid lane 2
2019-02-22 20:36:40,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 4
2019-02-22 20:28:41,Accident on PIE (towards Tuas) before Jalan Bahar. Avoid lanes 2 and 5
2019-02-22 20:27:28,Accident on PIE (towards Tuas) before Jalan Bahar. Avoid lane 5
2019-02-22 20:05:25,Heavy Traffic on PIE (towards Tuas) after KPE Exit
2019-02-22 19:44:06,Accident on PIE (towards Tuas) after KPE Exit with congestion till Bedok North Rd. Avoid lanes 2 and 3
2019-02-22 19:37:23,"Accident on PIE (towards Tuas) after KPE Exit with congestion till Bedok North Rd. Avoid lanes 1, 2 and 3"
2019-02-22 19:28:10,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-02-22 19:21:26,"Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lanes 1, 2 and 3"
2019-02-22 19:20:55,Accident on CTE (towards AYE) after AMK Ave 5 Exit
2019-02-22 19:20:13,"Accident on PIE (towards Tuas) after KPE Exit. Avoid lanes 1, 2 and 3"
2019-02-22 19:17:07,Heavy Traffic on TPE (towards PIE) before Pasir Ris Dr 12 Exit
2019-02-22 19:09:00,Accident on CTE (towards AYE) after AMK Ave 5 Exit. Avoid lane 1
2019-02-22 18:45:55,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit
2019-02-22 18:40:55,Heavy Traffic on PIE (towards Tuas) after Thomson Rd Exit
2019-02-22 18:40:13,Accident on AYE (towards MCE) after Keppel Rd Exit. Avoid lane 1
2019-02-22 18:37:47,Accident on AYE (towards MCE) after Keppel Rd Entrance with congestion till CTE Exit. Avoid lane 1
2019-02-22 18:33:23,Heavy Traffic on BKE (towards Woodlands) after Mandai Rd Entrance
2019-02-22 18:32:11,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Stevens Rd Exit. Avoid lane 3
2019-02-22 18:29:40,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 3
2019-02-22 18:23:30,Accident on AYE (towards MCE) after Keppel Rd Entrance with congestion till Lower Delta Rd Exit. Avoid lane 1
2019-02-22 18:22:54,Accident on AYE (towards MCE) after Keppel Rd Entrance with congestion till Keppel Rd Exit. Avoid lane 1
2019-02-22 18:21:41,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till CTE(City) Exit. Avoid lane 3
2019-02-22 18:21:41,Accident on AYE (towards MCE) after Keppel Rd Entrance. Avoid lane 1
2019-02-22 18:18:05,Accident on TPE (towards PIE) before Pasir Ris Dr 12 Exit with congestion till Punggol Rd Exit. Avoid lane 1
2019-02-22 18:15:42,Accident on TPE (towards PIE) before Pasir Ris Dr 12 Exit. Avoid lane 1
2019-02-22 18:12:39,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till CTE(City) Exit
2019-02-22 18:09:00,Accident on PIE (towards Tuas) after Thomson Rd Exit
2019-02-22 18:01:10,Accident on CTE (towards AYE) before AMK Ave 1 Exit. Avoid lane 4
2019-02-22 17:59:52,Accident on MCE (towards ECP) after Central Blvd Exit. Avoid lane 2
2019-02-22 17:44:42,Heavy Traffic on ECP (towards Changi Airport) after Still Rd Sth Exit
2019-02-22 17:41:42,Accident on BKE (towards Woodlands) after Mandai Rd Entrance with congestion till KJE Exit. Avoid lane 3
2019-02-22 17:33:41,Obstacle on BKE (towards PIE) before Dairy Farm Rd Exit. Avoid lane 4
2019-02-22 17:31:52,Obstacle on BKE (towards Woodlands) before Bukit Panjang Rd Exit. Avoid lane 4
2019-02-22 17:23:16,Accident on BKE (towards Woodlands) after Mandai Rd Entrance
2019-02-22 17:13:29,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Fort Rd Exit. Avoid lane 1
2019-02-22 17:00:34,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Fort Rd Exit. Avoid lanes 1 and 2
2019-02-22 16:58:09,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit with congestion till Tg Katong Rd Exit. Avoid lanes 1 and 2
2019-02-22 16:52:02,Accident on ECP (towards Changi Airport) after Still Rd Sth Exit. Avoid lanes 1 and 2
2019-02-22 15:57:57,Accident on AYE (towards MCE) after Jurong Town Hall Entrance
2019-02-22 15:34:45,Accident on ECP (towards Changi Airport) after Tg Katong Rd Exit with congestion till Fort Rd Exit
2019-02-22 15:18:22,Accident on AYE (towards MCE) after Clementi Ave 6 Exit. Avoid lane 3
