DateTime,Event
2019-03-12 20:10:20,Accident on TPE (towards SLE) after Tampines Flyover with congestion till Tampines Rd Exit. Avoid lane 1
2019-03-12 19:53:04,Accident on TPE (towards SLE) after Tampines Flyover with congestion till Tampines Rd Exit. Avoid lanes 1 and 2
2019-03-12 19:52:24,Accident on TPE (towards PIE) before Sengkang Exit
2019-03-12 19:51:05,Accident on TPE (towards SLE) after Tampines Flyover. Avoid lanes 1 and 2
2019-03-12 19:45:30,Obstacle on AYE (towards Tuas) before Jurong Pier Rd Exit. Avoid lane 3
2019-03-12 19:40:53,Accident on Bartley Viaduct (towards Kaki Bukit Avenue 4) after Tampines Avenue 10. Avoid left lane
2019-03-12 18:46:20,Accident on AYE (towards MCE) after Buona Vista Exit. Avoid lane 1
2019-03-12 18:44:14,Accident on BKE (towards Woodlands) after SLE Exit. Avoid lane 4
2019-03-12 18:35:23,Heavy Traffic on PIE (towards Tuas) before KPE Exit
2019-03-12 18:29:26,Obstacle on AYE (towards Tuas) after Jurong Port Rd Exit
2019-03-12 18:08:49,Accident on BKE (towards Woodlands) after SLE Exit with congestion till Mandai Rd Exit. Avoid lane 4
2019-03-12 17:59:58,Accident on PIE (towards Tuas) before KPE Exit with congestion till Jalan Eunos. Avoid lane 1
2019-03-12 17:57:16,Accident on BKE (towards Woodlands) after Mandai Rd Exit. Avoid lane 4
2019-03-12 17:56:36,Accident on PIE (towards Tuas) before KPE Exit. Avoid lane 1
2019-03-12 17:39:26,Accident on BKE (towards Woodlands) after SLE Exit with congestion till Mandai Rd Exit. Avoid lanes 2 and 3
2019-03-12 17:38:06,Heavy Traffic on PIE (towards Tuas) before Toh Guan Rd Exit
2019-03-12 17:31:55,Accident on BKE (towards Woodlands) after SLE Exit with congestion till Mandai Rd Exit. Avoid lane 2
2019-03-12 17:29:16,Accident on BKE (towards Woodlands) after SLE Exit. Avoid lane 2
2019-03-12 17:12:54,Accident on PIE (towards Tuas) before Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit
2019-03-12 17:12:13,Accident on AYE (towards Tuas) before Jurong Port Rd Exit
2019-03-12 16:37:06,Accident on PIE (towards Tuas) before Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 1
2019-03-12 16:35:39,Accident on PIE (towards Tuas) between Clementi Ave 6 Exit and Toh Guan Rd Exit. Avoid lane 1
2019-03-12 16:27:37,Accident on PIE (towards Tuas) before Toh Guan Rd Exit. Avoid lane 1
2019-03-12 15:24:52,Accident on AYE (towards Tuas ) at West Coast Way Entrance
2019-03-12 15:18:49,Accident on SLE (towards BKE) after TPE Exit with congestion till TPE Exit. Avoid lanes 1 and 2
2019-03-12 15:08:44,Accident on SLE (towards BKE) after TPE Exit. Avoid lanes 1 and 2
2019-03-12 14:55:19,Accident on SLE (towards BKE) after TPE Exit. Avoid lane 1
2019-03-12 14:42:27,Accident on SLE (towards CTE) after Upper Thomson Rd Exit
2019-03-12 13:40:05,Obstacle on SLE (towards BKE) after Lentor Ave Exit. Avoid lane 3
2019-03-12 12:53:50,Accident on PIE (towards Changi Airport) at CTE Entrance
2019-03-12 12:06:06,Accident on PIE (towards Tuas) after Adam Rd Exit
2019-03-12 11:10:39,Accident on KJE (towards PIE) after Woodlands Rd Exit. Avoid lane 3
2019-03-12 09:59:56,"Conversion of Existing T-junction to X-junction at Tah Ching Road / Chinese Garden Road / Yuan Ching Road on Friday, 15 March 2019 at 4 p.m. #sgtraffic http://bit.ly/2Y0q2qe "
2019-03-12 09:59:35,"Temporary Road Closure along KPE (TPE) between Exit 9B and Exit 9C on Saturday, 16 March 2019 and Sunday, 17 March 2019 from midnight to 5 a.m daily. #sgtraffic http://bit.ly/2Uv7hc5 "
2019-03-12 09:57:29,"Temporary Closure of Slip Roads at MCE Tunnel from Monday, 18 March 2019 to Wednesday, 20 March 2019 from midnight to 6 a.m daily. #sgtraffic http://bit.ly/2TAU6JJ "
2019-03-12 09:49:31,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-12 09:48:12,Accident on SLE (towards BKE) at BKE(PIE) Exit
2019-03-12 09:44:48,Heavy Traffic on PIE (towards Tuas) after Paya Lebar Rd
2019-03-12 09:39:27,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Jalan Eunos. Avoid lane 2
2019-03-12 09:39:27,Accident on TPE (towards PIE) after Pasir Ris Dr 8 Exit. Avoid lane 3
2019-03-12 09:37:28,Accident on PIE (towards Tuas) after Paya Lebar Rd. Avoid lane 2
2019-03-12 09:28:13,Accident on SLE (towards BKE) at TPE(PIE) Exit
2019-03-12 09:24:49,Accident on CTE (towards SLE) after AMK Ave 5 Exit. Avoid lane 5
2019-03-12 09:11:26,Accident on ECP (towards City) after Still Rd Sth Exit
2019-03-12 09:11:26,Accident on ECP (towards City) after Still Rd Sth Exit
2019-03-12 09:11:26,Accident on SLE (towards CTE) after Mandai Ave Exit. Avoid lane 1
2019-03-12 09:06:44,Accident on ECP (towards City) after Still Rd Sth Exit. Avoid lane 1
2019-03-12 09:04:38,Accident on PIE (towards Changi Airport) at Bedok North Rd Exit
2019-03-12 09:02:36,Accident on SLE (towards BKE) at Upper Thomson Rd Entrance
2019-03-12 08:58:03,Heavy Traffic on ECP (towards City) before Still Rd Sth Exit
2019-03-12 08:51:23,Accident on PIE (towards Tuas) at AYE Exit
2019-03-12 08:42:43,Accident on ECP (towards City) before Still Rd Sth Exit with congestion till East Coast Park Carpark F3 Exit. Avoid lane 3
2019-03-12 08:36:43,Accident on ECP (towards City) before Still Rd Sth Exit. Avoid lane 3
2019-03-12 08:21:21,Accident on TPE (towards PIE) after Pasir Ris Dr 8 Exit
2019-03-12 08:10:30,Accident on PIE (towards Changi Airport) before Simei Ave. Avoid lane 3
2019-03-12 08:01:50,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1
2019-03-12 08:01:10,Accident on SLE (towards CTE) before TPE Exit
2019-03-12 07:49:07,Accident on BKE (towards PIE) at KJE(PIE) Exit
2019-03-12 07:42:24,Heavy Traffic on PIE (towards Changi Airport) before ECP
2019-03-12 07:40:19,Accident on PIE (towards Changi Airport) before ECP with congestion till TPE. Avoid lane 4
2019-03-12 07:30:58,Accident on PIE (towards Changi Airport) before ECP with congestion till TPE. Avoid lane 1
2019-03-12 07:30:13,Accident on PIE (towards Changi Airport) after TPE with congestion till TPE. Avoid lane 1
2019-03-12 07:24:18,Accident on PIE (towards Changi Airport) after TPE. Avoid lane 1
2019-03-12 07:07:28,Accident on PIE (towards Tuas) after Jalan Eunos
2019-03-12 01:01:31,Accident on KPE (towards ECP) before Tampines Rd Exit. Avoid lanes 2 and 3
2019-03-11 22:40:54,Obstacle in CTE Tunnel (towards AYE) after Bukit Timah Rd Exit. Avoid lane 3
2019-03-11 20:13:53,Accident on PIE (towards Changi Airport) at KPE Exit
2019-03-11 19:56:11,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 2
2019-03-11 19:40:54,Accident on AYE (towards Tuas) after Clementi Rd Exit. Avoid lane 1
2019-03-11 18:59:14,Accident on PIE (towards Tuas) at Adam Rd Entrance
2019-03-11 18:53:17,Heavy Traffic on CTE (towards SLE) after Moulmein Rd Exit
2019-03-11 18:51:58,Accident on KPE (towards TPE) at TPE(PIE) Exit
2019-03-11 18:39:45,Accident on ECP (towards City) after PIE(Tuas) Exit. Avoid lane 2
2019-03-11 18:31:05,Accident on CTE (towards SLE) after Moulmein Rd Exit with congestion till Bukit Timah Rd Entrance
2019-03-11 18:27:09,Accident on CTE (towards SLE) after Moulmein Rd Exit
2019-03-11 18:24:24,Accident on CTE (towards SLE) after Moulmein Rd Exit. Avoid lane 3
2019-03-11 18:11:33,Accident on KPE (towards TPE) after Tampines Rd Exit
2019-03-11 18:11:33,Accident on ECP (towards City) at Rochor Rd Exit
2019-03-11 18:06:48,Accident on PIE (towards Tuas) after Bedok North Rd
2019-03-11 18:06:08,Accident in CTE Tunnel (towards SLE) at Bukit Timah Rd Entrance
2019-03-11 18:06:08,Accident on KPE (towards TPE) after Tampines Rd Exit. Avoid lane 2
2019-03-11 17:37:50,Accident on SLE (towards BKE) before Woodlands Ave 12 Exit
2019-03-11 17:22:28,Accident on CTE (towards SLE) at Jalan Bukit Merah Entrance
2019-03-11 17:21:09,Accident on Bishan Street 11 (towards Bishan Street 12) after Bishan Street 13
2019-03-11 16:57:47,Accident on BKE (towards PIE) at Bukit Panjang Rd Entrance
2019-03-11 16:46:24,Accident on CTE (towards SLE) at Ang Mo Kio Ave 5 Entrance
2019-03-11 16:46:24,Heavy Traffic in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit
2019-03-11 16:29:42,Heavy Traffic on SLE (towards BKE) before Woodlands Ave 12 Exit
2019-03-11 16:27:51,Accident on PIE (towards Changi Airport) after Toh Guan Rd Exit with congestion till Toh Guan Rd Exit. Avoid lane 2
2019-03-11 16:25:09,Accident on SLE (towards BKE) before Woodlands Ave 12 Exit with congestion till Mandai Rd Exit
2019-03-11 16:19:10,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit with congestion till PIE(Jurong) Exit. Avoid lanes 1 and 2
2019-03-11 16:18:29,Accident on SLE (towards BKE) before Woodlands Ave 12 Exit with congestion till Mandai Rd Exit. Avoid lane 1
2019-03-11 16:15:52,Accident on PIE (towards Changi Airport) after Toh Guan Rd Exit. Avoid lane 2
2019-03-11 16:14:27,Accident on SLE (towards BKE) before Woodlands Ave 12 Exit. Avoid lane 1
2019-03-11 16:13:49,Accident in CTE Tunnel (towards AYE) before Bukit Timah Rd Exit. Avoid lanes 1 and 2
2019-03-11 16:08:29,Accident on CTE (towards SLE) after AMK Ave 5 Exit. Avoid lane 4
2019-03-11 15:49:19,Heavy Traffic on CTE (towards AYE) before PIE(Changi) Exit
2019-03-11 15:37:20,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit
2019-03-11 15:14:55,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit. Avoid lane 4
2019-03-11 15:13:37,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4
2019-03-11 11:26:53,Accident on AYE (towards MCE) at Clementi Ave 6 Entrance
2019-03-11 11:24:14,Accident on River Valley Road near Killiney Road/River Valley Close Junction
2019-03-11 11:21:03,Accident on SLE (towards CTE) before Upper Thomson Rd Exit
2019-03-11 10:39:49,Accident on AYE (towards MCE) after Jurong Town Hall Exit
2019-03-11 09:55:22,Accident on KPE (towards ECP) before Airport Rd Entrance. Avoid lane 1
2019-03-11 09:44:13,Accident on AYE (towards Tuas) after Alexandra Rd Entrance
2019-03-11 09:39:37,Accident on AYE (towards Tuas) after Alexandra Rd Entrance. Avoid lane 3
2019-03-11 09:04:17,Accident on AYE (towards Tuas) after Lower Delta Rd Exit
2019-03-11 09:02:22,Accident on Upper Serangoon Road (towards City) after Tampines Road. Avoid left lane
2019-03-11 08:52:41,Heavy Traffic on AYE (towards Tuas) after Lower Delta Rd Exit
2019-03-11 08:39:40,Obstacle on KJE (towards PIE) after Sungei Tengah Exit. Avoid lane 1
2019-03-11 08:33:51,Accident on AYE (towards Tuas) after Lower Delta Rd Exit with congestion till Keppel Rd exit. Avoid lane 1
2019-03-11 08:32:34,Accident on AYE (towards Tuas) after Lower Delta Rd Exit. Avoid lane 1
2019-03-11 08:13:46,Obstacle on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-11 08:08:33,Obstacle on PIE (towards Tuas) after Toa Payoh Exit. Avoid lane 1
2019-03-11 08:08:33,Accident on Adam Road (towards Queensway) after PIE. Avoid right lane
2019-03-11 07:51:43,Accident on Geylang Road (toward City) after Joo Chiat Road. Avoid left lane
2019-03-11 07:23:09,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lane 1
2019-03-11 07:21:15,Accident on PIE (towards Tuas) after Bedok North Avenue 3 exit
2019-03-11 07:19:14,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1
2019-03-11 07:14:02,Accident on Tuas West Road (towards Tuas Link 4) after Tuas Avenue 1. Avoid right lane
2019-03-11 06:38:16,Accident on Holland Road (towards Lorong Mambong) after Holland Avenue. Avoid left lane
2019-03-11 06:20:15,Accident on Holland Road near Holland Avenue/Holland Road Junction
2019-03-11 04:02:59,Accident on PIE (towards Changi Airport) at Toa Payoh (Kim Keat Link) Exit
2019-03-10 22:50:51,Heavy Traffic on PIE (towards Tuas) after Stevens Rd Exit
2019-03-10 22:36:59,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 2
2019-03-10 22:34:16,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 2
2019-03-10 17:57:58,Obstacle on PIE (towards Tuas) after Upper Changi Rd East. Avoid lane 3
2019-03-10 17:40:28,Accident on PIE (towards Changi Airport) after Bedok North Rd
2019-03-10 17:28:47,Accident on PIE (towards Changi Airport) after Bedok North Rd with congestion till Jalan Eunos
2019-03-10 17:05:32,Accident on PIE (towards Tuas) after Stevens Rd Exit
2019-03-10 16:46:49,Accident on PIE (towards Changi Airport) after Bedok North Rd with congestion till Jalan Eunos. Avoid lane 2
2019-03-10 16:40:15,Accident on PIE (towards Changi Airport) after Bedok North Rd. Avoid lane 2
2019-03-10 15:57:05,Accident on CTE (towards AYE) before PIE(Changi) Exit
2019-03-10 15:42:54,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit
2019-03-10 15:16:31,Obstacle on SLE (towards BKE) after Woodlands Ave 2 Exit
2019-03-10 14:40:18,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit. Avoid lane 4
2019-03-10 14:26:49,Accident on TPE (towards PIE) at Loyang Ave Entrance
2019-03-10 14:15:15,Accident on CTE (towards SLE) after Braddell Rd Exit. Avoid lane 1
2019-03-10 14:01:10,Accident on CTE (towards AYE) before PIE(Changi) Exit with congestion till AMK Ave 1 Exit. Avoid lanes 3 and 4
2019-03-10 13:59:13,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lanes 3 and 4
2019-03-10 13:57:56,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4
2019-03-10 13:24:08,Obstacle on MCE (towards ECP) after Maxwell Rd Entrance. Avoid lane 3
2019-03-10 12:56:31,Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Jurong) Exit. Avoid lane 1
2019-03-10 12:49:30,Accident on CTE (towards AYE) after Moulmein Rd Exit. Avoid lane 1
2019-03-10 12:35:19,Accident on CTE (towards AYE) before Braddell Rd/Lor Chuan Exit. Avoid lane 4
2019-03-10 11:40:59,Accident on PIE (towards Changi Airport) at Paya Lebar Rd Exit
2019-03-10 10:07:38,Accident on Geylang Road (toward City) after Sims Way. Avoid right lane
2019-03-10 09:07:32,Accident on PIE (towards Tuas) at CTE(CITY) Exit
2019-03-10 04:05:15,Obstacle in CTE Tunnel (towards AYE) at Cairnhill Circle Exit
2019-03-09 23:35:30,Accident on PIE (towards Tuas) at Eng Neo Rd Exit
2019-03-09 22:49:07,Heavy Traffic on PIE (towards Tuas) after Eng Neo Ave
2019-03-09 22:45:52,Obstacle on KJE (towards PIE) after BKE Entrance. Avoid lane 1
2019-03-09 22:45:08,Accident on KJE (towards PIE) after BKE Entrance. Avoid lane 1
2019-03-09 22:14:00,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lane 4
2019-03-09 21:56:03,Accident on PIE (towards Tuas) after Eng Neo Ave. Avoid lane 4
2019-03-09 21:46:22,Accident on PIE (towards Tuas) before Jurong East Ave 1. Avoid lane 3
2019-03-09 19:58:43,Accident on KPE (towards ECP) at PIE(Tuas) Exit
2019-03-09 16:27:35,Obstacle on Upper Paya Lebar Road (towards Bartley Road) after Paya Lebar Street
2019-03-09 14:55:05,Accident on Choa Chu Kang Road (towards Teck Whye Avenue) after Phoenix Road
2019-03-09 14:24:44,Accident on Choa Chu Kang Road (towards Choa Chu Kang Way) after Teck Whye Lane
2019-03-09 14:19:37,Accident on MCE (towards ECP) before Central Blvd Exit. Avoid lane 5
2019-03-09 14:16:22,Obstacle on BKE (towards Woodlands) before Mandai Rd Exit. Avoid lane 1
2019-03-09 13:44:23,Accident on CTE (towards AYE) before PIE(Changi) Exit. Avoid lane 4
2019-03-09 13:18:23,Accident on PIE (towards Tuas) after KPE Exit
2019-03-09 11:32:58,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
2019-03-09 10:58:37,Obstacle on CTE (towards SLE) after AMK Ave 5 Exit. Avoid lane 1
2019-03-09 10:38:03,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lanes 1 and 2
2019-03-09 10:27:41,Heavy Traffic on PIE (towards Tuas) at CTE(CITY) Exit
2019-03-09 09:47:42,Accident on PIE (towards Tuas) at CTE(CITY) Exit with congestion till Jalan Eunos
2019-03-09 08:44:20,Accident on PIE (towards Tuas) at CTE(CITY) Exit with congestion till KPE Exit
2019-03-09 08:17:54,Accident on TPE (towards SLE) at Punggol Rd Exit
2019-03-09 07:45:22,Accident on KPE (towards TPE) at Halus Link Exit
2019-03-09 07:45:22,Accident on PIE (towards Tuas) at CTE(CITY) Exit
2019-03-09 05:39:09,Accident on SLE (towards CTE) before TPE Exit
2019-03-09 04:19:21,Accident on PIE (towards Tuas) before Toh Guan Rd Exit. Avoid lanes 2 and 3
2019-03-09 01:30:58,Obstacle on KPE (towards ECP) before PIE(Tuas) Exit. Avoid lane 3
2019-03-09 00:25:47,Accident on BKE (towards Woodlands) at Woodlands Rd Exit
2019-03-08 20:56:38,Accident on SLE (towards BKE) after Mandai Rd Exit
2019-03-08 20:42:56,Accident on PIE (towards Changi Airport) after Paya Lebar Rd
2019-03-08 20:34:18,Accident on CTE (towards AYE) at Balestier Rd Entrance
2019-03-08 20:29:40,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till Kallang
2019-03-08 20:23:43,Accident on Bras Basah Road (towards Raffles Boulevard) after Prinsep Street. Avoid left lane
2019-03-08 20:19:14,Accident on SLE (towards BKE) after Mandai Rd Exit with congestion till Mandai Rd Exit. Avoid lane 3
2019-03-08 20:04:14,Accident on SLE (towards BKE) after Mandai Rd Exit with congestion till Upper Thomson Rd Exit. Avoid lane 3
2019-03-08 20:02:57,Accident on SLE (towards BKE) after Mandai Rd Exit. Avoid lane 3
2019-03-08 19:59:37,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till Kallang. Avoid lane 1
2019-03-08 19:57:40,Accident on PIE (towards Changi Airport) after Paya Lebar Rd. Avoid lane 1
2019-03-08 19:37:23,Accident on SLE (towards BKE) after Upper Thomson Rd Exit
2019-03-08 19:21:04,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Lentor Ave Exit
2019-03-08 18:41:22,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Lentor Ave Exit. Avoid lane 1
2019-03-08 18:39:17,Accident on PIE (towards Changi Airport) before Kallang Way with congestion till Thomson Rd. Avoid lane 5
2019-03-08 18:31:22,Accident on PIE (towards Changi Airport) before Kallang Way. Avoid lane 5
2019-03-08 18:26:02,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Upper Thomson Rd Exit. Avoid lane 1
2019-03-08 18:24:38,Accident on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1
2019-03-08 18:18:54,Accident on MCE (towards ECP) after Marina Blvd Entrance
2019-03-08 17:53:18,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lane 1
2019-03-08 17:42:18,Obstacle in CTE Tunnel (towards SLE) after Outram Rd Exit. Avoid lanes 1 and 2
2019-03-08 17:37:01,Heavy Traffic on BKE (towards Woodlands) after Mandai Rd Exit
2019-03-08 17:28:26,Obstacle on CTE (towards SLE) after AYE Entrance. Avoid lanes 1 and 2
2019-03-08 17:25:53,Accident on BKE (towards Woodlands) after Mandai Rd Exit with congestion till Mandai Rd Exit. Avoid lane 3
2019-03-08 17:24:29,Accident on BKE (towards Woodlands) after Mandai Rd Exit. Avoid lane 3
2019-03-08 15:07:29,Accident on PIE (towards Changi Airport) after Eng Neo Ave. Avoid lane 1
2019-03-08 14:43:17,Accident on PIE (towards Tuas) after KPE Exit
2019-03-08 14:40:34,Obstacle on ECP (towards City) after Still Rd Sth Exit. Avoid lane 4
2019-03-08 14:38:37,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos
2019-03-08 14:36:03,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lane 3
2019-03-08 14:29:21,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 3
2019-03-08 14:22:08,Accident on PIE (towards Changi Airport) before KJE
2019-03-08 14:08:12,Accident on PIE (towards Changi Airport) before KJE. Avoid lane 1
2019-03-08 13:07:15,Heavy Traffic in CTE Tunnel (towards AYE) before Orchard Rd Exit
2019-03-08 13:00:00,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit with congestion till Balestier Rd Exit. Avoid lane 3
2019-03-08 12:36:09,Heavy Traffic on CTE (towards AYE) after Moulmein Rd Exit
2019-03-08 12:19:56,Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Changi) Exit. Avoid lanes 3 and 4
2019-03-08 12:08:19,Accident in CTE Tunnel (towards AYE) before Outram Rd Exit. Avoid lane 3
2019-03-08 12:06:24,"Accident on CTE (towards AYE) after Moulmein Rd Exit with congestion till PIE(Changi) Exit. Avoid lanes 1, 3 and 4"
2019-03-08 11:59:11,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit. Avoid lane 3
2019-03-08 11:55:15,"Accident on CTE (towards AYE) after Moulmein Rd Exit. Avoid lanes 1, 3 and 4"
2019-03-08 11:52:02,Accident on CTE (towards AYE) after Moulmein Rd Exit. Avoid lane 1
2019-03-08 11:41:39,Accident in CTE Tunnel (towards AYE) before Orchard Rd Exit. Avoid lanes 2 and 3
2019-03-08 11:27:15,Accident in CTE Tunnel (towards AYE) before Outram Rd Exit with congestion till Havelock Exit. Avoid lanes 2 and 3
2019-03-08 11:21:59,Accident in CTE Tunnel (towards AYE) before Outram Rd Exit. Avoid lanes 2 and 3
2019-03-08 10:54:32,Accident on PIE (towards Changi Airport) before Kallang Way
2019-03-08 10:49:27,Heavy Traffic on AYE (towards MCE) after Jurong Town Hall Entrance
2019-03-08 10:38:19,Accident on AYE (towards MCE) after Jurong Town Hall Entrance with congestion till Yuan Ching Entrance. Avoid lane 1
2019-03-08 10:30:22,Accident on AYE (towards MCE) after Jurong Town Hall Entrance with congestion till Yuan Ching Entrance. Avoid lanes 1 and 3
2019-03-08 10:29:05,Accident on AYE (towards MCE) after Jurong Town Hall Entrance. Avoid lanes 1 and 3
2019-03-08 10:28:26,Accident on AYE (towards MCE) after Jurong Town Hall Entrance. Avoid lane 3
2019-03-08 10:27:10,Accident on AYE (towards MCE) after Jurong Town Hall Entrance. Avoid lane 1
2019-03-08 09:29:59,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 1
2019-03-08 09:15:23,Accident on SLE (towards BKE) at Seletar West Link Entrance
2019-03-08 08:47:42,Accident on TPE (towards PIE) after Punggol Rd Exit. Avoid lane 2
2019-03-08 08:18:19,Accident on KPE (towards ECP) after Tampines Rd Exit. Avoid lane 2
2019-03-08 07:47:26,Accident on CTE (towards AYE) before AMK Ave 1 Exit
2019-03-08 07:32:12,Accident on KPE (towards ECP) before Sims Ave Exit. Avoid lane 2
2019-03-08 06:55:23,Accident on BKE (towards PIE) before SLE Exit with congestion till Woodlands Checkpoint
2019-03-08 06:40:12,Accident on BKE (towards PIE) before SLE Exit with congestion till Woodlands Checkpoint. Avoid lane 2
2019-03-08 06:33:18,Accident on BKE (towards PIE) before SLE Exit. Avoid lane 2
2019-03-08 02:30:19,Accident on PIE (towards Tuas) after CTE(SLE) Exit. Avoid lane 1
2019-03-08 02:06:05,Accident in CTE Tunnel (towards AYE) at Cairnhill Circle Exit
2019-03-08 02:05:22,Accident in CTE Tunnel (towards AYE) at Cairnhill Circle Exit. Cairnhill Circle Exit closed
2019-03-07 23:15:00,Accident on ECP (towards City) at Bedok South Ave 1 Entrance. Bedok South Ave 1 Entrance closed
2019-03-07 22:42:25,Accident on CTE (towards SLE) after PIE(Changi) Exit. Avoid lane 3
2019-03-07 22:33:40,Accident on ECP (towards City) at Bedok South Ave 1 Entrance
2019-03-07 21:42:27,Accident on BKE (towards Woodlands) after PIE Entrance
2019-03-07 21:00:05,Accident on BKE (towards Woodlands) after PIE Entrance. Avoid lane 1
2019-03-07 19:44:20,Accident on Ang Mo Kio Avenue 8 (towards Ang Mo Kio Central 2) after Ang Mo Kio Avenue 3. Avoid right lane
2019-03-07 19:02:55,Accident on Boon Lay Way (towards Tuas) after Jurong Town Hall Road
2019-03-07 18:52:30,Accident on CTE (towards AYE) after AMK Ave 5 Exit
2019-03-07 18:32:01,Accident on KPE (towards TPE) after ECP Entrance with congestion till Sims Ave Entrance
2019-03-07 18:30:36,Accident on KPE (towards TPE) after ECP Entrance with congestion till Upper Paya Lebar Rd Exit
2019-03-07 18:27:27,Heavy Traffic on PIE (towards Tuas) after Stevens Rd Exit
2019-03-07 18:21:04,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1
2019-03-07 18:17:56,Accident on Ang Mo Kio Avenue 8 (towards Ang Mo Kio Central 2) after Ang Mo Kio Avenue 3
2019-03-07 18:10:45,Accident on PIE (towards Tuas) after Stevens Rd Exit. Avoid lane 1
2019-03-07 18:00:59,Accident on KPE (towards TPE) after ECP Entrance with congestion till Upper Paya Lebar Rd Exit. Avoid lane 3
2019-03-07 18:00:15,Accident on BKE (towards Woodlands) before SLE Exit with congestion till KJE Exit. Avoid lane 2
2019-03-07 17:48:41,Accident on BKE (towards Woodlands) before SLE Exit. Avoid lane 2
2019-03-07 17:46:08,Accident on ECP (towards Changi Airport) after Bayshore Rd Exit
2019-03-07 17:44:08,Accident on KPE (towards TPE) after ECP Entrance. Avoid lane 3
2019-03-07 17:04:00,Accident on ECP (towards Changi Airport) after Bayshore Rd Exit with congestion till Still Rd Sth Exit
2019-03-07 17:01:25,Accident on ECP (towards Changi Airport) after Bayshore Rd Exit with congestion till Still Rd Sth Exit. Avoid lane 3
2019-03-07 17:00:02,Accident on ECP (towards Changi Airport) after Bayshore Rd Exit. Avoid lane 3
2019-03-07 16:59:24,Accident on Adam Road (towards Braddell) after PIE. Avoid right lane
2019-03-07 16:12:16,Heavy Traffic on PIE (towards Changi Airport) after Thomson Rd
2019-03-07 15:17:15,Accident on SLE (towards BKE) after TPE Exit
2019-03-07 15:13:25,Accident on SLE (towards BKE) after TPE Exit. Avoid lane 1
2019-03-07 15:12:09,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd. Avoid lane 1
2019-03-07 15:05:45,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1
2019-03-07 14:59:23,Accident on PIE (towards Tuas) after Clementi Rd Exit
2019-03-07 14:21:33,Accident on PIE (towards Changi Airport) at Clementi Ave 6 Exit
2019-03-07 14:12:52,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 6
2019-03-07 14:09:03,Accident on Bukit Timah Road (towards Woodlands) after Stevens Road. Avoid right lane
2019-03-07 13:22:37,Obstacle on CTE (towards SLE) before AMK Ave 3 Exit
2019-03-07 13:17:03,Obstacle on TPE (towards SLE) at SLE(BKE) Exit
2019-03-07 12:32:20,Accident on CTE (towards AYE) after PIE(Jurong) Exit with congestion till PIE(Changi) Exit. Avoid lane 1
